recorded_time,temperature,sensor_type
2026-01-28T00:00,-6.405853437658486,UNKNOWN
2026-01-28T00:01,-6.605853437658485,UNKNOWN
2026-01-28T00:02,-6.8058534376584845,UNKNOWN
2026-01-28T00:03,-6.905853437658486,UNKNOWN
2026-01-28T00:04,-7.105853437658485,UNKNOWN
2026-01-28T00:05,-7.3058534376584845,UNKNOWN
2026-01-28T00:06,-7.505853437658484,UNKNOWN
2026-01-28T00:07,-7.605853437658485,UNKNOWN
2026-01-28T00:08,-7.8058534376584845,UNKNOWN
2026-01-28T00:09,-7.905853437658486,UNKNOWN
2026-01-28T00:10,-8.105853437658485,UNKNOWN
2026-01-28T00:11,-8.005853437658484,UNKNOWN
2026-01-28T00:12,-8.305853437658484,UNKNOWN
2026-01-28T02:00,-8.205853437658483,UNKNOWN
2026-01-28T02:01,-8.005853437658484,UNKNOWN
2026-01-28T02:02,-7.8058534376584845,UNKNOWN
2026-01-28T02:03,-7.705853437658483,UNKNOWN
2026-01-28T02:04,-7.605853437658485,UNKNOWN
2026-01-28T02:05,-7.505853437658484,UNKNOWN
2026-01-28T02:06,-7.405853437658486,UNKNOWN
2026-01-28T02:07,-7.3058534376584845,UNKNOWN
2026-01-28T02:08,-7.205853437658483,UNKNOWN
2026-01-28T02:09,-7.205853437658483,UNKNOWN
2026-01-28T02:10,-7.105853437658485,UNKNOWN
2026-01-28T02:11,-7.105853437658485,UNKNOWN
2026-01-28T02:12,-7.105853437658485,UNKNOWN
2026-01-28T02:13,-7.105853437658485,UNKNOWN
2026-01-28T02:14,-7.105853437658485,UNKNOWN
2026-01-28T02:15,-7.005853437658484,UNKNOWN
2026-01-28T02:16,-6.8058534376584845,UNKNOWN
2026-01-28T02:17,-6.705853437658483,UNKNOWN
2026-01-28T02:18,-6.705853437658483,UNKNOWN
2026-01-28T02:19,-6.705853437658483,UNKNOWN
2026-01-28T02:20,-6.605853437658485,UNKNOWN
2026-01-28T02:21,-6.605853437658485,UNKNOWN
2026-01-28T02:22,-6.605853437658485,UNKNOWN
2026-01-28T02:23,-6.505853437658484,UNKNOWN
2026-01-28T02:24,-6.505853437658484,UNKNOWN
2026-01-28T02:25,-6.405853437658486,UNKNOWN
2026-01-28T02:26,-6.405853437658486,UNKNOWN
2026-01-28T02:27,-6.405853437658486,UNKNOWN
2026-01-28T02:28,-6.3058534376584845,UNKNOWN
2026-01-28T02:29,-6.205853437658483,UNKNOWN
2026-01-28T02:30,-6.105853437658485,UNKNOWN
2026-01-28T02:31,-5.905853437658486,UNKNOWN
2026-01-28T02:32,-5.8058534376584845,UNKNOWN
2026-01-28T02:33,-5.705853437658483,UNKNOWN
2026-01-28T02:34,-5.505853437658484,UNKNOWN
2026-01-28T02:35,-5.505853437658484,UNKNOWN
2026-01-28T02:36,-5.405853437658486,UNKNOWN
2026-01-28T02:37,-5.3058534376584845,UNKNOWN
2026-01-28T02:38,-5.205853437658483,UNKNOWN
2026-01-28T02:39,-4.905853437658486,UNKNOWN
2026-01-28T02:40,-4.705853437658483,UNKNOWN
2026-01-28T02:41,-4.505853437658484,UNKNOWN
2026-01-28T02:42,-4.3058534376584845,UNKNOWN
2026-01-28T02:43,-4.205853437658483,UNKNOWN
2026-01-28T02:44,-4.205853437658483,UNKNOWN
2026-01-28T02:45,-4.105853437658485,UNKNOWN
2026-01-28T02:46,-4.105853437658485,UNKNOWN
2026-01-28T02:47,-4.105853437658485,UNKNOWN
2026-01-28T02:48,-4.105853437658485,UNKNOWN
2026-01-28T02:49,-4.105853437658485,UNKNOWN
2026-01-28T02:50,-4.205853437658483,UNKNOWN
2026-01-28T02:51,-4.205853437658483,UNKNOWN
2026-01-28T02:52,-4.005853437658484,UNKNOWN
2026-01-28T02:53,-4.005853437658484,UNKNOWN
2026-01-28T02:54,-4.205853437658483,UNKNOWN
2026-01-28T02:55,-4.3058534376584845,UNKNOWN
2026-01-28T02:56,-4.405853437658486,UNKNOWN
2026-01-28T02:57,-4.205853437658483,UNKNOWN
2026-01-28T02:58,-3.905853437658486,UNKNOWN
2026-01-28T02:59,-3.905853437658486,UNKNOWN
2026-01-28T03:00,-3.705853437658483,UNKNOWN
2026-01-28T03:01,-3.505853437658484,UNKNOWN
2026-01-28T03:02,-3.3058534376584845,UNKNOWN
2026-01-28T03:03,-3.205853437658483,UNKNOWN
2026-01-28T03:04,-3.205853437658483,UNKNOWN
2026-01-28T03:05,-3.3058534376584845,UNKNOWN
2026-01-28T03:06,-3.105853437658485,UNKNOWN
2026-01-28T03:07,-3.105853437658485,UNKNOWN
2026-01-28T03:08,-3.105853437658485,UNKNOWN
2026-01-28T03:09,-3.3058534376584845,UNKNOWN
2026-01-28T03:10,-3.405853437658486,UNKNOWN
2026-01-28T03:11,-3.405853437658486,UNKNOWN
2026-01-28T03:12,-3.605853437658485,UNKNOWN
2026-01-28T03:13,-3.605853437658485,UNKNOWN
2026-01-28T03:14,-3.605853437658485,UNKNOWN
2026-01-28T03:15,-3.705853437658483,UNKNOWN
2026-01-28T03:16,-3.705853437658483,UNKNOWN
2026-01-28T03:17,-3.705853437658483,UNKNOWN
2026-01-28T03:18,-3.8058534376584845,UNKNOWN
2026-01-28T03:19,-3.905853437658486,UNKNOWN
2026-01-28T03:20,-3.8058534376584845,UNKNOWN
2026-01-28T03:21,-3.8058534376584845,UNKNOWN
2026-01-28T03:22,-3.905853437658486,UNKNOWN
2026-01-28T03:23,-3.905853437658486,UNKNOWN
2026-01-28T03:24,-4.005853437658484,UNKNOWN
2026-01-28T03:25,-4.105853437658485,UNKNOWN
2026-01-28T03:26,-4.105853437658485,UNKNOWN
2026-01-28T03:27,-3.905853437658486,UNKNOWN
2026-01-28T03:28,-3.605853437658485,UNKNOWN
2026-01-28T03:29,-3.505853437658484,UNKNOWN
2026-01-28T03:30,-3.405853437658486,UNKNOWN
2026-01-28T03:31,-3.3058534376584845,UNKNOWN
2026-01-28T03:32,-3.3058534376584845,UNKNOWN
2026-01-28T03:33,-3.3058534376584845,UNKNOWN
2026-01-28T03:34,-3.005853437658484,UNKNOWN
2026-01-28T03:35,-2.405853437658486,UNKNOWN
2026-01-28T03:36,-2.005853437658484,UNKNOWN
2026-01-28T03:37,-1.6058534376584852,UNKNOWN
2026-01-28T03:38,-1.5058534376584838,UNKNOWN
2026-01-28T03:39,-1.205853437658483,UNKNOWN
2026-01-28T03:40,-0.9058534376584859,UNKNOWN
2026-01-28T03:41,-0.7058534376584831,UNKNOWN
2026-01-28T03:42,-0.5058534376584873,UNKNOWN
2026-01-28T03:43,-0.4058534376584859,UNKNOWN
2026-01-28T03:44,-0.20585343765848307,UNKNOWN
2026-01-28T03:45,-0.10585343765848165,UNKNOWN
2026-01-28T03:46,-0.005853437658487337,UNKNOWN
2026-01-28T03:47,0.09414656234151408,UNKNOWN
2026-01-28T03:48,0.2941465623415169,UNKNOWN
2026-01-28T03:49,0.39414656234151835,UNKNOWN
2026-01-28T03:50,0.39414656234151835,UNKNOWN
2026-01-28T03:51,0.49414656234151266,UNKNOWN
2026-01-28T03:52,0.5941465623415141,UNKNOWN
2026-01-28T03:53,0.6941465623415155,UNKNOWN
2026-01-28T03:54,0.6941465623415155,UNKNOWN
2026-01-28T03:55,0.7941465623415169,UNKNOWN
2026-01-28T03:56,0.8941465623415183,UNKNOWN
2026-01-28T03:57,0.8941465623415183,UNKNOWN
2026-01-28T03:58,0.9941465623415127,UNKNOWN
2026-01-28T03:59,0.9941465623415127,UNKNOWN
2026-01-28T04:00,1.094146562341514,UNKNOWN
2026-01-28T04:01,1.094146562341514,UNKNOWN
2026-01-28T04:02,1.094146562341514,UNKNOWN
2026-01-28T04:03,1.1941465623415155,UNKNOWN
2026-01-28T04:04,1.1941465623415155,UNKNOWN
2026-01-28T04:05,1.294146562341517,UNKNOWN
2026-01-28T04:06,1.294146562341517,UNKNOWN
2026-01-28T04:07,1.294146562341517,UNKNOWN
2026-01-28T04:08,1.294146562341517,UNKNOWN
2026-01-28T04:09,1.3941465623415183,UNKNOWN
2026-01-28T04:10,1.3941465623415183,UNKNOWN
2026-01-28T04:11,1.3941465623415183,UNKNOWN
2026-01-28T04:12,1.3941465623415183,UNKNOWN
2026-01-28T04:13,1.094146562341514,UNKNOWN
2026-01-28T04:14,1.094146562341514,UNKNOWN
2026-01-28T04:15,0.8941465623415183,UNKNOWN
2026-01-28T04:16,0.7941465623415169,UNKNOWN
2026-01-28T04:17,0.6941465623415155,UNKNOWN
2026-01-28T04:18,0.6941465623415155,UNKNOWN
2026-01-28T04:19,0.5941465623415141,UNKNOWN
2026-01-28T04:20,0.5941465623415141,UNKNOWN
2026-01-28T04:21,0.49414656234151266,UNKNOWN
2026-01-28T04:22,0.49414656234151266,UNKNOWN
2026-01-28T04:23,0.39414656234151835,UNKNOWN
2026-01-28T04:24,0.39414656234151835,UNKNOWN
2026-01-28T04:25,0.2941465623415169,UNKNOWN
2026-01-28T04:26,0.2941465623415169,UNKNOWN
2026-01-28T04:27,0.2941465623415169,UNKNOWN
2026-01-28T04:28,0.2941465623415169,UNKNOWN
2026-01-28T04:29,0.2941465623415169,UNKNOWN
2026-01-28T04:30,0.1941465623415155,UNKNOWN
2026-01-28T04:31,0.1941465623415155,UNKNOWN
2026-01-28T04:32,0.2941465623415169,UNKNOWN
