user_id,tracker_id,mobile_app_name,is_app_enabled,show_partial_message,is_default_message_app,created_on,modified_on
199458799,2908726179,com.fitbit.FitbitMobile,false,false,false,2025-08-13T06:33:47.000Z,2025-08-13T06:33:47.000Z
199458799,2908726179,com.google.Gmail,false,false,false,2025-08-13T08:09:40.000Z,2025-08-13T08:09:40.000Z
199458799,2908726179,com.nytimes.NYTimes,false,false,false,2025-08-13T07:39:28.000Z,2025-08-13T07:39:28.000Z
199458799,2908726179,net.whatsapp.WhatsApp,false,false,false,2025-08-15T21:50:54.000Z,2025-08-15T21:50:54.000Z
199458799,2908726179,com.burbn.instagram,false,false,false,2025-08-13T07:39:27.000Z,2025-08-13T07:39:27.000Z
199458799,2908726179,com.ubercab.UberClient,false,false,false,2025-10-31T17:47:01.000Z,2025-10-31T17:47:01.000Z
199458799,2908726179,com.tinyspeck.chatlyio,false,false,false,2025-08-13T07:39:27.000Z,2025-08-13T07:39:27.000Z
199458799,2908726179,com.toyopagroup.picaboo,false,false,false,2025-08-13T07:24:18.000Z,2025-08-13T07:24:18.000Z
199458799,2908726179,com.apple.facetime,false,false,false,2025-08-17T23:11:52.000Z,2025-08-17T23:11:52.000Z
199458799,2908726179,com.ubercab.UberEats,false,false,false,2025-10-14T18:11:29.000Z,2025-10-14T18:11:29.000Z
199458799,2908726179,com.strava.stravaride,false,false,false,2025-08-13T07:39:27.000Z,2025-08-13T07:39:27.000Z
199458799,2908726179,com.apple.TestFlight,false,false,false,2025-11-21T19:04:59.000Z,2025-11-21T19:04:59.000Z
199458799,2908726179,com.supercell.scroll,false,false,false,2025-08-17T16:00:13.000Z,2025-08-17T16:00:13.000Z
199458799,2908726179,com.apple.news,false,false,false,2025-08-13T07:39:27.000Z,2025-08-13T07:39:27.000Z
199458799,2908726179,com.apple.mobileslideshow,false,false,false,2025-08-15T15:07:39.000Z,2025-08-15T15:07:39.000Z
199458799,2908726179,net.kortina.labs.Venmo,false,false,false,2025-09-07T20:38:39.000Z,2025-09-07T20:38:39.000Z
199458799,2908726179,us.zoom.videomeetings,false,false,false,2025-10-15T16:21:44.000Z,2025-10-15T16:21:44.000Z
199458799,2908726179,com.google.ios.youtube,false,false,false,2025-08-13T16:03:51.000Z,2025-08-13T16:03:51.000Z
199458799,2908726179,com.groupme.iphone-app,false,false,false,2025-09-29T23:48:03.000Z,2025-09-29T23:48:03.000Z
199458799,2908726179,com.google.calendar,false,false,false,2025-08-13T19:29:31.000Z,2025-08-13T19:29:31.000Z
199458799,2908726179,com.chess.iphone,false,false,false,2025-08-13T07:39:27.000Z,2025-08-13T07:39:27.000Z
199458799,2908726179,com.duosecurity.DuoMobile,false,false,false,2025-08-18T20:59:53.000Z,2025-08-18T20:59:53.000Z
199458799,2908726179,com.wf.mobilebanking,false,false,false,2025-08-13T07:39:27.000Z,2025-08-13T07:39:27.000Z
199458799,2908726179,com.instructure.icanvas,false,false,false,2025-08-13T07:39:27.000Z,2025-08-13T07:39:27.000Z
199458799,2908726179,com.dominos.iphone,false,false,false,2025-11-21T19:04:59.000Z,2025-11-21T19:04:59.000Z
199458799,2908726179,com.hammerandchisel.discord,false,false,false,2025-08-13T07:39:27.000Z,2025-08-13T07:39:27.000Z
199458799,2908726179,com.costco.costco,false,false,false,2025-09-15T20:35:42.000Z,2025-09-15T20:35:42.000Z
199458799,2908726179,com.purplecover.anylist,false,false,false,2025-08-13T15:34:30.000Z,2025-08-13T15:34:30.000Z
199458799,2908726179,com.schwab.schwabmobile,false,false,false,2026-02-15T05:36:56.000Z,2026-02-15T05:36:56.000Z
199458799,2908726179,com.canva.canvaeditor,false,false,false,2025-08-21T17:13:40.000Z,2025-08-21T17:13:40.000Z
199458799,2908726179,com.google.ios.youtubemusic,false,false,false,2025-08-15T00:01:01.000Z,2025-08-15T00:01:01.000Z
199458799,2908726179,com.wikibuy.prod.main,false,false,false,2025-11-21T19:04:59.000Z,2025-11-21T19:04:59.000Z
199458799,2908726179,com.apple.Preferences,false,false,false,2025-08-13T08:29:03.000Z,2025-08-13T08:29:03.000Z
199458799,2908726179,com.apple.mobiletimer,false,false,false,2025-09-07T20:23:21.000Z,2025-09-07T20:23:21.000Z
199458799,2908726179,com.apple.Passbook,false,false,false,2025-12-28T16:39:53.000Z,2025-12-28T16:39:53.000Z
