timestamp,lap time,stroke count,stroke type,data source
2025-12-15T07:37:30Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-15T22:19:54Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T02:30:23Z,00:00:08.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T02:30:34Z,00:00:07.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T22:26:08Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T22:29:09Z,00:00:25.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T22:30:23Z,00:00:41.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T22:34:11Z,00:00:34.000,11,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T22:38:21Z,00:00:34.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T22:55:03Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T23:15:54Z,00:00:27.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T23:17:42Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T23:36:19Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T23:43:58Z,00:00:37.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T23:53:00Z,00:00:26.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-16T23:58:51Z,00:00:25.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T00:03:50Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T00:13:14Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T00:15:04Z,00:00:28.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T00:18:17Z,00:00:21.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T00:22:09Z,00:00:17.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T01:56:53Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T05:01:58Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T05:15:07Z,00:00:23.000,11,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T06:02:41Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T06:08:12Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T07:42:30Z,00:00:26.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T08:01:05Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T08:12:38Z,00:00:18.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T20:57:58Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T21:01:38Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T21:21:41Z,00:00:23.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-18T22:09:27Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-19T02:03:45Z,00:00:12.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-19T02:10:37Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-19T09:33:06Z,00:00:12.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-20T02:53:17Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-20T04:53:14Z,00:00:12.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-20T06:35:00Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-21T03:06:19Z,00:00:11.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-21T03:13:47Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-21T03:14:26Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-21T03:16:18Z,00:00:23.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-21T03:17:07Z,00:00:22.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-21T03:18:43Z,00:00:33.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-21T03:20:18Z,00:00:30.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-21T03:21:17Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-21T04:55:00Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-12-21T04:55:41Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
