timestamp,heart rate zone,total minutes,data source
2026-02-02T02:11:00Z,FAT_BURN,1,Charge 6
2026-02-02T02:12:00Z,FAT_BURN,1,Charge 6
2026-02-02T02:13:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:00:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:18:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:19:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:20:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:21:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:24:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:25:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:26:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:27:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:28:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:29:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:30:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:31:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:32:00Z,FAT_BURN,1,Charge 6
2026-02-02T03:33:00Z,FAT_BURN,1,Charge 6
2026-02-05T08:34:00Z,FAT_BURN,1,Charge 6
2026-02-15T06:40:00Z,FAT_BURN,1,Charge 6
2026-02-15T17:42:00Z,FAT_BURN,1,Charge 6
2026-02-15T19:04:00Z,FAT_BURN,1,Charge 6
2026-02-15T19:22:00Z,FAT_BURN,1,Charge 6
2026-02-15T19:23:00Z,FAT_BURN,1,Charge 6
2026-02-15T19:26:00Z,CARDIO,2,Charge 6
2026-02-15T19:27:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:23:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:26:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:35:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:36:00Z,CARDIO,2,Charge 6
2026-02-16T02:37:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:38:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:39:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:40:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:41:00Z,CARDIO,2,Charge 6
2026-02-16T02:42:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:43:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:44:00Z,FAT_BURN,1,Charge 6
2026-02-16T02:54:00Z,FAT_BURN,1,Charge 6
2026-02-17T04:22:00Z,FAT_BURN,1,Charge 6
2026-02-17T04:23:00Z,FAT_BURN,1,Charge 6
2026-02-17T04:24:00Z,FAT_BURN,1,Charge 6
2026-02-17T05:30:00Z,FAT_BURN,1,Charge 6
2026-02-17T05:31:00Z,FAT_BURN,1,Charge 6
2026-02-17T05:32:00Z,FAT_BURN,1,Charge 6
2026-02-17T18:27:00Z,FAT_BURN,1,Charge 6
2026-02-17T18:28:00Z,FAT_BURN,1,Charge 6
2026-02-17T18:29:00Z,FAT_BURN,1,Charge 6
2026-02-17T18:30:00Z,FAT_BURN,1,Charge 6
2026-02-17T18:50:00Z,FAT_BURN,1,Charge 6
2026-02-17T18:51:00Z,FAT_BURN,1,Charge 6
2026-02-17T18:56:00Z,FAT_BURN,1,Charge 6
2026-02-17T19:01:00Z,FAT_BURN,1,Charge 6
2026-02-17T19:02:00Z,FAT_BURN,1,Charge 6
2026-02-18T17:19:00Z,FAT_BURN,1,Charge 6
2026-02-18T17:20:00Z,FAT_BURN,1,Charge 6
2026-02-18T22:59:00Z,FAT_BURN,1,Charge 6
2026-02-18T23:00:00Z,FAT_BURN,1,Charge 6
2026-02-18T23:01:00Z,FAT_BURN,1,Charge 6
2026-02-18T23:02:00Z,FAT_BURN,1,Charge 6
2026-02-18T23:03:00Z,FAT_BURN,1,Charge 6
2026-02-18T23:04:00Z,FAT_BURN,1,Charge 6
2026-02-18T23:05:00Z,FAT_BURN,1,Charge 6
2026-02-18T23:06:00Z,FAT_BURN,1,Charge 6
2026-02-19T02:20:00Z,FAT_BURN,1,Charge 6
2026-02-19T03:06:00Z,FAT_BURN,1,Charge 6
2026-02-19T03:07:00Z,FAT_BURN,1,Charge 6
2026-02-19T03:08:00Z,FAT_BURN,1,Charge 6
2026-02-19T03:59:00Z,FAT_BURN,1,Charge 6
2026-02-19T11:01:00Z,FAT_BURN,1,Charge 6
2026-02-19T11:02:00Z,FAT_BURN,1,Charge 6
2026-02-19T11:03:00Z,FAT_BURN,1,Charge 6
2026-02-19T23:49:00Z,FAT_BURN,1,Charge 6
2026-02-20T08:55:00Z,FAT_BURN,1,Charge 6
2026-02-20T08:56:00Z,FAT_BURN,1,Charge 6
2026-02-20T09:05:00Z,FAT_BURN,1,Charge 6
2026-02-20T21:32:00Z,FAT_BURN,1,Charge 6
2026-02-20T22:25:00Z,FAT_BURN,1,Charge 6
2026-02-20T22:26:00Z,FAT_BURN,1,Charge 6
2026-02-20T22:27:00Z,FAT_BURN,1,Charge 6
2026-02-21T01:22:00Z,FAT_BURN,1,Charge 6
2026-02-21T05:13:00Z,FAT_BURN,1,Charge 6
2026-02-21T05:14:00Z,FAT_BURN,1,Charge 6
2026-02-21T05:16:00Z,FAT_BURN,1,Charge 6
2026-02-21T05:17:00Z,FAT_BURN,1,Charge 6
2026-02-21T05:52:00Z,FAT_BURN,1,Charge 6
2026-02-21T06:31:00Z,FAT_BURN,1,Charge 6
