timestamp,heart rate zone,total minutes,data source
2025-09-01T17:13:00Z,FAT_BURN,1,Charge 6
2025-09-01T17:14:00Z,FAT_BURN,1,Charge 6
2025-09-01T17:15:00Z,FAT_BURN,1,Charge 6
2025-09-01T17:16:00Z,FAT_BURN,1,Charge 6
2025-09-01T18:04:00Z,FAT_BURN,1,Charge 6
2025-09-01T18:05:00Z,FAT_BURN,1,Charge 6
2025-09-01T18:06:00Z,FAT_BURN,1,Charge 6
2025-09-01T18:07:00Z,FAT_BURN,1,Charge 6
2025-09-01T23:27:00Z,FAT_BURN,1,Charge 6
2025-09-01T23:28:00Z,FAT_BURN,1,Charge 6
2025-09-02T17:47:00Z,FAT_BURN,1,Charge 6
2025-09-02T17:48:00Z,FAT_BURN,1,Charge 6
2025-09-02T17:49:00Z,FAT_BURN,1,Charge 6
2025-09-02T17:50:00Z,FAT_BURN,1,Charge 6
2025-09-02T20:51:00Z,FAT_BURN,1,Charge 6
2025-09-03T16:52:00Z,FAT_BURN,1,Charge 6
2025-09-03T16:53:00Z,FAT_BURN,1,Charge 6
2025-09-03T16:54:00Z,FAT_BURN,1,Charge 6
2025-09-03T16:55:00Z,FAT_BURN,1,Charge 6
2025-09-03T16:56:00Z,FAT_BURN,1,Charge 6
2025-09-03T16:57:00Z,FAT_BURN,1,Charge 6
2025-09-03T17:27:00Z,FAT_BURN,1,Charge 6
2025-09-03T17:33:00Z,FAT_BURN,1,Charge 6
2025-09-03T17:45:00Z,FAT_BURN,1,Charge 6
2025-09-03T17:51:00Z,FAT_BURN,1,Charge 6
2025-09-03T17:56:00Z,FAT_BURN,1,Charge 6
2025-09-03T17:57:00Z,FAT_BURN,1,Charge 6
2025-09-03T17:58:00Z,FAT_BURN,1,Charge 6
2025-09-03T17:59:00Z,FAT_BURN,1,Charge 6
2025-09-03T20:47:00Z,FAT_BURN,1,Charge 6
2025-09-03T20:48:00Z,FAT_BURN,1,Charge 6
2025-09-03T20:49:00Z,FAT_BURN,1,Charge 6
2025-09-03T20:50:00Z,FAT_BURN,1,Charge 6
2025-09-03T20:51:00Z,FAT_BURN,1,Charge 6
2025-09-03T21:58:00Z,FAT_BURN,1,Charge 6
2025-09-03T21:59:00Z,FAT_BURN,1,Charge 6
2025-09-03T22:00:00Z,FAT_BURN,1,Charge 6
2025-09-03T23:03:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:19:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:20:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:21:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:22:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:23:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:28:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:30:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:33:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:34:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:35:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:38:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:39:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:40:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:46:00Z,FAT_BURN,1,Charge 6
2025-09-04T17:47:00Z,FAT_BURN,1,Charge 6
2025-09-04T18:27:00Z,FAT_BURN,1,Charge 6
2025-09-04T18:45:00Z,FAT_BURN,1,Charge 6
2025-09-04T18:46:00Z,FAT_BURN,1,Charge 6
2025-09-04T18:47:00Z,FAT_BURN,1,Charge 6
2025-09-04T18:48:00Z,FAT_BURN,1,Charge 6
2025-09-04T18:49:00Z,FAT_BURN,1,Charge 6
2025-09-04T18:50:00Z,FAT_BURN,1,Charge 6
2025-09-04T20:46:00Z,FAT_BURN,1,Charge 6
2025-09-04T20:47:00Z,FAT_BURN,1,Charge 6
2025-09-04T20:48:00Z,FAT_BURN,1,Charge 6
2025-09-04T20:49:00Z,FAT_BURN,1,Charge 6
2025-09-04T20:50:00Z,FAT_BURN,1,Charge 6
2025-09-04T21:58:00Z,FAT_BURN,1,Charge 6
