timestamp,heart rate zone,total minutes,data source
2025-10-01T02:10:00Z,FAT_BURN,1,Charge 6
2025-10-01T02:11:00Z,FAT_BURN,1,Charge 6
2025-10-01T02:12:00Z,FAT_BURN,1,Charge 6
2025-10-01T02:13:00Z,FAT_BURN,1,Charge 6
2025-10-01T02:14:00Z,FAT_BURN,1,Charge 6
2025-10-01T15:55:00Z,FAT_BURN,1,Charge 6
2025-10-01T15:56:00Z,FAT_BURN,1,Charge 6
2025-10-01T15:57:00Z,FAT_BURN,1,Charge 6
2025-10-01T15:58:00Z,FAT_BURN,1,Charge 6
2025-10-01T15:59:00Z,FAT_BURN,1,Charge 6
2025-10-01T18:42:00Z,FAT_BURN,1,Charge 6
2025-10-01T18:43:00Z,FAT_BURN,1,Charge 6
2025-10-01T18:44:00Z,FAT_BURN,1,Charge 6
2025-10-01T21:49:00Z,FAT_BURN,1,Charge 6
2025-10-01T21:50:00Z,FAT_BURN,1,Charge 6
2025-10-01T21:51:00Z,FAT_BURN,1,Charge 6
2025-10-01T21:52:00Z,FAT_BURN,1,Charge 6
2025-10-01T21:53:00Z,FAT_BURN,1,Charge 6
2025-10-01T21:54:00Z,FAT_BURN,1,Charge 6
2025-10-01T21:55:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:06:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:09:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:10:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:21:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:22:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:26:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:30:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:33:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:39:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:51:00Z,FAT_BURN,1,Charge 6
2025-10-01T22:57:00Z,FAT_BURN,1,Charge 6
2025-10-01T23:00:00Z,FAT_BURN,1,Charge 6
2025-10-01T23:01:00Z,FAT_BURN,1,Charge 6
2025-10-01T23:19:00Z,FAT_BURN,1,Charge 6
2025-10-02T01:07:00Z,FAT_BURN,1,Charge 6
2025-10-02T01:09:00Z,FAT_BURN,1,Charge 6
2025-10-02T02:52:00Z,FAT_BURN,1,Charge 6
2025-10-02T02:53:00Z,FAT_BURN,1,Charge 6
2025-10-02T02:54:00Z,FAT_BURN,1,Charge 6
2025-10-02T02:55:00Z,FAT_BURN,1,Charge 6
2025-10-02T02:56:00Z,CARDIO,2,Charge 6
2025-10-02T02:57:00Z,CARDIO,2,Charge 6
2025-10-02T02:58:00Z,FAT_BURN,1,Charge 6
2025-10-02T02:59:00Z,FAT_BURN,1,Charge 6
2025-10-02T04:21:00Z,FAT_BURN,1,Charge 6
2025-10-02T04:22:00Z,FAT_BURN,1,Charge 6
2025-10-02T04:23:00Z,FAT_BURN,1,Charge 6
2025-10-02T04:24:00Z,FAT_BURN,1,Charge 6
2025-10-02T04:25:00Z,FAT_BURN,1,Charge 6
2025-10-02T14:47:00Z,FAT_BURN,1,Charge 6
2025-10-02T14:48:00Z,FAT_BURN,1,Charge 6
2025-10-02T14:49:00Z,FAT_BURN,1,Charge 6
2025-10-02T14:50:00Z,FAT_BURN,1,Charge 6
2025-10-02T14:51:00Z,CARDIO,2,Charge 6
2025-10-02T14:52:00Z,FAT_BURN,1,Charge 6
2025-10-02T14:53:00Z,FAT_BURN,1,Charge 6
2025-10-02T16:37:00Z,FAT_BURN,1,Charge 6
2025-10-02T16:38:00Z,FAT_BURN,1,Charge 6
2025-10-02T16:39:00Z,FAT_BURN,1,Charge 6
2025-10-02T16:41:00Z,FAT_BURN,1,Charge 6
2025-10-02T16:48:00Z,FAT_BURN,1,Charge 6
2025-10-02T16:49:00Z,FAT_BURN,1,Charge 6
2025-10-02T16:52:00Z,FAT_BURN,1,Charge 6
2025-10-02T16:53:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:00:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:01:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:02:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:03:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:04:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:05:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:08:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:09:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:10:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:11:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:13:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:14:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:15:00Z,CARDIO,2,Charge 6
2025-10-02T17:16:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:17:00Z,CARDIO,2,Charge 6
2025-10-02T17:18:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:19:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:20:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:21:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:22:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:23:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:24:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:25:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:26:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:32:00Z,FAT_BURN,1,Charge 6
2025-10-02T17:34:00Z,FAT_BURN,1,Charge 6
