timestamp,lap time,stroke count,stroke type,data source
2025-11-01T00:02:13Z,00:00:10.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T02:12:25Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T03:17:42Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T03:35:28Z,00:00:17.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T06:23:43Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T06:30:01Z,00:00:22.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T15:10:59Z,00:00:17.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T15:45:56Z,00:00:12.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:01:52Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:10:50Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:11:38Z,00:00:24.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:12:30Z,00:00:30.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:13:57Z,00:00:24.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:20:28Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:24:44Z,00:00:27.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:25:46Z,00:00:43.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:30:02Z,00:00:44.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:31:38Z,00:00:37.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:37:37Z,00:00:43.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:45:55Z,00:00:55.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:49:56Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:52:02Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T16:56:10Z,00:00:32.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:00:21Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:05:13Z,00:00:09.000,11,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:14:47Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:16:27Z,00:00:21.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:39:26Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:46:41Z,00:00:26.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:50:48Z,00:00:33.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:52:22Z,00:00:45.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:53:40Z,00:00:44.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:54:59Z,00:00:54.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T17:58:23Z,00:00:29.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T18:06:50Z,00:00:37.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T18:09:06Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T18:24:38Z,00:00:30.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-01T18:38:07Z,00:00:28.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T00:24:23Z,00:00:21.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T01:02:48Z,00:00:25.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T01:08:28Z,00:00:39.000,12,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T01:10:04Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T01:12:35Z,00:00:23.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T01:41:23Z,00:00:15.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T01:42:50Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T01:50:27Z,00:00:33.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T02:07:14Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T03:01:46Z,00:00:20.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T03:11:38Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T04:30:42Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T06:20:40Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T07:20:52Z,00:00:19.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T15:23:51Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:21:30Z,00:00:13.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:31:12Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:35:29Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:39:10Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:39:41Z,00:00:23.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:44:20Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:46:55Z,00:00:27.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:47:40Z,00:00:24.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:48:47Z,00:00:30.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:52:13Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:55:04Z,00:00:29.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:56:49Z,00:00:22.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-02T23:59:46Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:00:26Z,00:00:36.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:01:12Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:01:56Z,00:00:18.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:03:36Z,00:00:28.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:04:52Z,00:00:23.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:05:30Z,00:00:19.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:06:08Z,00:00:40.000,10,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:19:06Z,00:00:21.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:25:09Z,00:00:23.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:26:07Z,00:00:30.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:27:10Z,00:00:28.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:27:46Z,00:00:25.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:28:25Z,00:00:29.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:29:47Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:30:26Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:32:04Z,00:00:27.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:32:38Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:45:13Z,00:00:29.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:48:43Z,00:00:24.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
2025-11-03T00:49:14Z,00:00:13.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Charge 6
